human	image	sex_or_gender	ethnic_group	occupation	loc_aid	url	local_path	file_exists
Q335552	Jack_Dorsey_2014.jpg	Q6581097	Q1075293	Q131524	n2011042258	http://commons.wikimedia.org/wiki/Special:FilePath/Jack_Dorsey_2014.jpg	Q335552.jpg	False
